Raio_1,Textura_1,Perimetro_1,Area_1,Variacao_Raio_1,Compactacao_1,Cavidade_1,Qtde_Cavidades_1,Simetria_1,Fractal_1,Raio_2,Textura_2,Perimetro_2,Area_2,Variacao_Raio_2,Compactacao_2,Cavidade_2,Qtde_Cavidades_2,Simetria_2,Fractal_2,Raio_3,Textura_3,Perimetro_3,Area_3,Variacao_Raio_3,Compactacao_3,Cavidade_3,Qtde_Cavidades_3,Simetria_3,Fractal_3
1.5391748860502583,0.07609998163824137,1.6701078936241125,2.0146326648068067,-0.4326326470989256,-0.357936254773922,-0.3789746594185415,-0.413096610868435,-0.309582384962478,-0.34825742455994924,-0.40871922322261817,-0.12452843983720444,0.598854510675649,5.448800299323049,-0.3425151860328943,-0.27615661482252385,-0.28016998656260994,-0.4097181647660233,-0.301242569953349,-0.26503560286495087,2.1017106154972893,0.34941350699375906,2.4406429681441386,3.4712915780224476,-0.32077201585508525,-0.2660643518118682,-0.28311571592824886,-0.3901318282046131,-0.3157116272417033,-0.4358804597645357
1.902614617066052,0.8410583832983598,1.889700207569964,2.986721329305103,-0.3090723756786991,-0.20184179910219457,18.3895071435337,-0.2747339829656843,-0.3372276721692218,-0.3798724613237009,-0.28902397314767475,-0.18067402804072524,-0.04646099289854363,2.2048304572152,-0.36271139538393093,-0.3937420831753859,4.934279009409527,2.402158833543491,-0.3695190407239555,-0.33965632671538376,2.054181019326617,0.8224151565926993,1.9598543898959766,3.3327660818326845,-0.3435535170638507,-0.39175848241213146,-0.3883830503221951,3.317579090591381,6.962056779289977,-0.3105814899412477
1.7786506778048514,1.201282366759417,1.826648949110264,2.6188231578180554,-0.43412418398301067,-0.39404536922471267,-0.40123245742019276,-0.4178866621770048,-0.32552283063358234,-0.37511012366237356,-0.23328570116577133,-0.16331279014815464,0.10110007486153469,3.0207305876999655,10.127189419802045,-0.305520282948461,-0.32465650243672106,-0.399716170504102,9.089817951522688,-0.3105203131563459,1.8811245409616053,0.9873433633607508,1.8424525277656112,2.789658184072821,-0.33133219089456506,-0.3293312722455289,-0.3416473084096798,4.470260481902736,-0.342303571685482,-0.3129207939286136
0.6136713849751568,1.1112263708941525,0.6869430979180333,0.17544091157603045,-0.42854786995046545,-0.356003481443081,-0.39169649722474337,-0.4235498999220327,-0.30147552973545927,-0.3213903810669788,-0.3022345779370521,-0.38321088443650647,-0.04061822104957679,0.28879431118957377,15.219249017678392,-0.192643465163678,-0.271855829150706,-0.40377218091604883,-0.17602673756115875,-0.18048788305696314,0.8257237644538554,1.0628057975895289,0.8430458823606134,0.28014788563827736,-0.2925324466483865,-0.2133987734998163,-0.2887114704675826,-0.39172940416800955,-0.26088592801905447,2.3552178553280285
1.8631715454829425,0.4860100317835822,1.937532196746288,2.899981110011409,-0.4357004672809642,-0.4023593624415048,3.8471678454733618,-0.4237744335771219,-0.3373643045606884,-0.3767740729657289,-0.2300864732835839,-0.1651471850952942,0.2071401682055505,3.037498460055793,-0.43283043227901197,-0.35604017966847545,-0.27107637689333997,-0.4033899390971219,-0.35399396961316704,-0.2952652685210075,1.7555976587672655,0.29806793318861124,1.8368619629022602,2.4950166524945954,-0.3354850687190795,4.938669810981162,-0.4335072149273824,-0.41094076068986546,-0.37592031116957053,-0.3304655738338581
0.7587655411558805,0.626787220722386,0.7954347460952409,0.44762573763555336,-0.43103941451819844,-0.43788557699886727,-0.4098148215960973,-0.2479895298261695,-0.3247030362847827,-0.35195827732086027,-0.34666523412846545,-0.12947475478395573,-0.19327617489066876,0.28715842120363944,12.466784370177663,-0.3271342970144348,-0.32927547877666763,-0.4192742102391965,-0.336692187367084,-0.2961906664492541,0.8939713897245646,0.8488659067347453,0.9274634117972094,0.6625222314700193,-0.3107457822501859,-0.3029853626165802,-0.3225993599577877,-0.4085949529461441,-0.3322912201337758,-0.43498697560269456
1.5758005953774317,1.0698213153239162,1.6005340911858228,2.1312833045466024,-0.29230953501551615,2.9009036546745004,-0.4195891807964329,1.396370219127708,-0.3380474665180214,-0.3787966320327384,-0.31572097823351464,-0.167800506358121,-0.07356150913417722,1.379932931807796,-0.3783832409706382,-0.3913223599667897,-0.37021115658944476,-0.42135530458668746,-0.3703650936455244,-0.37759764177349564,1.7970337169673387,1.1530495333682742,1.8554971791134294,2.563179991889558,-0.331450844546694,-0.37312741086177925,-0.35776308148296093,-0.40473245916122363,-0.3571067796248324,-0.3192564088943963
0.9362593632798728,1.1578070584106686,0.9613247812840378,0.7491227757322556,-0.43254790068505716,-0.3926341379037812,-0.24102832613664288,-0.300480508749247,-0.3197387260614959,-0.3542820685893393,-0.2779921528642698,-0.3759715758058308,0.010474954055218661,1.2592860453451367,-0.30112499889610217,-0.337467169094386,-0.3634559036922728,-0.4126699210344034,-0.36541568405434655,-0.2869366871667878,1.087745897189613,1.1903917688629273,1.0616369685176266,1.0042184554047675,-0.31887355742102147,-0.3441049247565828,-0.38251869956497336,-0.41233611184776864,-0.3535270947958622,-0.43649777609453505
0.836243003194131,1.2602845709470039,0.902621885476731,0.5753432329404062,-0.4311241609320669,-0.383829281618839,-0.4037248106530943,-0.21645502537808495,10.283117028269276,-0.3551714208032017,-0.3544426674282659,-0.3882554705411402,-0.16978077320014237,0.16978331471284863,-0.35400672593620985,-0.3220005599367376,-0.332710842429503,-0.4173842368011689,-0.33762284558080974,-0.33357113427812557,0.8964088049128041,1.39188424788616,0.9796420171884828,0.6574649514503929,-0.3159665429438613,-0.2989967388480541,11.62198636461322,3.7220287015778215,-0.32171365518802175,-0.43778114425427056
0.7601742222838488,1.4900826293618161,0.8258732846619927,0.4440364871820211,-0.4325987485333782,-0.3695942526424866,-0.3947523390146488,-0.23666305433611384,8.825704852625451,-0.34292131127677516,-0.3568420883399065,-0.36869951012252766,-0.21540411933994755,0.1542423598464722,-0.3296130079977347,-0.20052391507275472,-0.21175139952715033,-0.4130096915401163,-0.35259798229257844,-0.41043524704552004,0.847660501148012,2.1659576711607413,0.8203109185829871,0.5961179459949266,-0.30706751903418733,-0.41296116665534915,-0.41772718712646123,4.025365909817651,-0.3220366342703349,-0.4214872421756036
